type,source,episodes,duration,rating,studio,num_related,hentai/romance,sports,youth,adventure/psychological,drama,fantasy/sci-fi,comedy,military,misc,Unknown,class
Movie,Unknown,1,1-20,PG - Children,other,1,False,False,True,False,False,True,True,False,False,False,Bad
Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,True,False,False,False,False,False,False,Bad
TV,Manga,24,21-30,R+ - Mild Nudity,other,3,True,False,True,False,False,True,False,False,False,False,OK
OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
TV,Unknown,18,1-20,PG - Children,other,0,False,False,True,True,False,False,False,False,False,False,Bad
Movie,Original,1,60+,G - All Ages,Toei Animation,1,False,False,True,False,False,True,True,False,False,False,OK
Movie,Unknown,1,21-30,G - All Ages,other,1,False,False,True,False,False,True,False,False,False,False,Bad
TV,Game,24,21-30,PG - Children,other,4,False,False,True,True,False,True,True,False,False,False,OK
TV,Manga,39,21-30,R - 17+ (violence & profanity),other,3,False,False,True,True,True,True,True,False,False,False,Really good
OVA,4-koma manga,9,21-30,R - 17+ (violence & profanity),other,3,False,False,True,False,False,False,True,False,False,False,Really good
Movie,Manga,1,60+,PG-13 - Teens 13 or older,Toei Animation,1,False,False,True,True,False,True,True,False,False,False,Really good
OVA,Manga,3,31-59,R+ - Mild Nudity,other,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,Other,26,1-20,PG - Children,other,2,False,False,True,False,False,False,True,False,False,False,Bad
Movie,Unknown,1,60+,PG-13 - Teens 13 or older,other,1,False,False,False,False,True,False,False,False,False,False,Questionable
Special,Unknown,2,31-59,G - All Ages,Nippon Animation,1,False,False,True,False,True,False,False,False,True,False,Bad
Movie,Original,1,1-20,G - All Ages,other,1,False,False,False,True,False,False,False,False,False,False,Bad
TV,Manga,25,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,True,False,False,False,Questionable
Movie,Game,1,60+,PG - Children,other,2,False,False,True,True,True,True,False,False,False,False,Really good
Special,Unknown,2,1-20,PG-13 - Teens 13 or older,J.C.Staff,2,False,False,False,False,False,False,True,False,False,False,OK
TV,Manga,0,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,OK
TV,Unknown,26,21-30,PG - Children,other,1,False,False,True,False,False,True,False,False,False,False,Bad
TV,Visual novel,12,21-30,PG-13 - Teens 13 or older,other,3,True,False,True,False,True,False,False,False,False,False,Really good
OVA,Unknown,1,31-59,G - All Ages,Toei Animation,0,False,False,True,False,True,False,False,False,False,False,Bad
Music,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
TV,Manga,26,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,True,True,False,False,False,Really good
TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,3,True,False,True,False,False,False,True,False,False,False,Really good
Movie,Original,1,31-59,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,True,False,False,Questionable
Special,Other,1,less than a minute,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
Music,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
OVA,Unknown,1,21-30,R+ - Mild Nudity,other,1,True,False,False,False,False,True,True,False,False,False,Questionable
Movie,Unknown,1,60+,None,other,0,False,False,True,False,False,True,False,False,False,False,Bad
Movie,Unknown,1,60+,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Bad
Music,Unknown,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
Movie,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,False,False,False,False,False,Bad
Special,Game,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,True,True,True,False,False,False,False,OK
TV,Novel,11,21-30,R - 17+ (violence & profanity),Toei Animation,0,False,False,True,True,True,False,True,False,False,False,Really good
ONA,Game,5,1-20,PG-13 - Teens 13 or older,other,0,False,True,True,False,False,True,False,False,False,False,Questionable
TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,True,True,True,True,False,False,False,OK
ONA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,True,False,False,False,Bad
ONA,Manga,1,less than a minute,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Questionable
OVA,Picture book,1,1-20,G - All Ages,other,0,False,False,False,False,True,False,False,False,True,False,Bad
TV,Unknown,26,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,False,True,False,False,Bad
ONA,Original,60,1-20,PG-13 - Teens 13 or older,other,2,False,True,True,False,False,True,False,False,True,False,Bad
TV,Novel,26,21-30,PG - Children,other,1,False,False,True,True,False,False,False,True,False,False,Questionable
TV,Manga,104,21-30,G - All Ages,other,0,False,False,True,False,True,False,False,False,False,False,Bad
Music,Original,1,1-20,PG-13 - Teens 13 or older,Production I.G,0,False,False,False,False,False,False,False,False,True,False,Questionable
ONA,Original,1,1-20,G - All Ages,other,1,False,False,False,False,True,False,False,False,False,False,Bad
TV,Game,240,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,True,False,Bad
OVA,Manga,4,31-59,R - 17+ (violence & profanity),J.C.Staff,1,False,True,True,False,False,False,False,False,False,False,Questionable
TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,Really good
Special,4-koma manga,6,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,Questionable
Special,Light novel,4,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,True,True,True,False,False,False,Really good
OVA,Light novel,1,1-20,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,False,True,False,False,False,OK
Special,Original,4,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Bad
TV,Unknown,50,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Questionable
Movie,Original,1,60+,PG - Children,other,2,False,False,True,False,False,True,False,False,False,False,Really good
OVA,Manga,6,21-30,R+ - Mild Nudity,other,3,True,False,True,False,True,False,True,False,False,False,OK
TV,Manga,24,21-30,PG-13 - Teens 13 or older,Studio Pierrot,2,False,False,True,True,False,False,True,False,False,False,Bad
ONA,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
TV,Visual novel,13,21-30,R+ - Mild Nudity,other,1,True,False,False,False,True,True,False,True,True,False,Questionable
OVA,Manga,2,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,True,False,False,True,False,Questionable
Special,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,True,True,False,False,False,Questionable
OVA,Manga,3,21-30,G - All Ages,other,2,False,False,False,False,False,True,True,False,False,False,OK
TV,Original,39,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,True,False,True,False,False,False,False,Bad
ONA,Book,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
OVA,Original,3,31-59,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,False,True,False,False,Bad
Music,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,False,False,True,False,Bad
TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,False,True,False,False,False,Bad
TV,Unknown,52,21-30,PG - Children,other,2,False,False,True,True,False,True,False,True,False,False,Bad
OVA,Book,1,1-20,G - All Ages,other,0,False,False,False,False,True,False,False,False,True,False,Bad
Special,Original,3,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
OVA,Game,3,21-30,R+ - Mild Nudity,other,0,True,False,True,True,False,False,False,True,False,False,Bad
Music,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
ONA,Original,2,1-20,PG - Children,other,0,False,False,True,False,False,False,False,False,False,False,Bad
OVA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,True,False,False,False,False,Bad
TV,Manga,25,21-30,PG-13 - Teens 13 or older,other,3,True,True,False,False,True,False,True,False,False,False,Really good
ONA,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
ONA,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
Music,Music,2,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
OVA,Unknown,1,31-59,None,Toei Animation,0,False,False,False,False,False,False,False,False,True,False,Bad
Special,Manga,1,1-20,PG-13 - Teens 13 or older,Toei Animation,1,False,True,True,True,False,True,True,False,False,False,OK
ONA,Other,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
OVA,Game,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,True,False,False,False,Really good
TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,3,True,False,True,False,False,True,True,False,False,False,Really good
TV,Original,49,21-30,PG-13 - Teens 13 or older,other,4,True,False,True,True,True,True,True,True,True,False,OK
TV,Card game,50,21-30,PG - Children,Sunrise,2,False,False,False,True,False,True,False,True,False,False,OK
Movie,Original,1,60+,PG-13 - Teens 13 or older,other,2,False,False,True,True,False,True,True,True,False,False,OK
Movie,Picture book,1,21-30,G - All Ages,other,0,False,False,True,False,False,True,False,False,True,False,Bad
TV,Original,43,1-20,G - All Ages,other,2,False,False,True,False,False,False,True,False,False,False,Bad
Movie,Novel,1,60+,R+ - Mild Nudity,Madhouse,1,False,False,True,True,True,True,False,False,False,False,OK
Special,Manga,1,21-30,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,False,False,False,False,Questionable
OVA,Unknown,1,31-59,None,other,1,False,False,True,False,False,False,True,False,False,False,Bad
OVA,Manga,1,21-30,PG-13 - Teens 13 or older,TMS Entertainment,1,False,False,True,True,False,False,True,True,False,False,Really good
OVA,Web manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,True,False,False,False,Really good
OVA,Original,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,True,False,Questionable
OVA,Unknown,1,60+,PG-13 - Teens 13 or older,TMS Entertainment,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,Web manga,0,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,False,False,False,OK
TV,Visual novel,12,21-30,R+ - Mild Nudity,other,3,True,False,True,False,False,False,True,False,False,False,Really good
TV,Unknown,46,21-30,None,other,2,False,False,True,False,False,False,True,False,False,False,Bad
OVA,Unknown,3,21-30,G - All Ages,other,2,False,False,True,True,False,True,False,False,False,False,Questionable
OVA,Manga,6,1-20,R+ - Mild Nudity,other,2,True,False,True,False,False,True,True,False,False,False,Questionable
Special,Original,2,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,True,False,False,False,Questionable
TV,Visual novel,12,21-30,PG-13 - Teens 13 or older,other,2,True,False,False,True,False,True,False,False,False,False,OK
TV,4-koma manga,23,1-20,PG-13 - Teens 13 or older,other,0,True,False,False,False,False,False,True,False,False,False,Bad
TV,Manga,26,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,False,False,False,False,Really good
TV,Music,6,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,True,False,True,False,False,False,Really good
Special,Unknown,1,less than a minute,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
Music,Music,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
Special,Novel,2,31-59,G - All Ages,Nippon Animation,1,False,False,True,True,True,False,False,False,True,False,Bad
OVA,Other,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
Special,Light novel,6,1-20,PG - Children,Studio Deen,1,True,False,True,False,True,False,False,False,False,False,OK
TV,Manga,12,1-20,PG-13 - Teens 13 or older,other,5,False,True,True,False,False,False,True,False,False,False,OK
Special,Unknown,2,31-59,G - All Ages,Nippon Animation,1,False,False,True,False,True,False,False,False,True,False,Bad
TV,Manga,296,21-30,G - All Ages,TMS Entertainment,4,False,False,True,True,False,False,True,False,False,False,OK
TV,Original,25,21-30,G - All Ages,Toei Animation,0,False,False,True,False,False,True,True,False,False,False,Bad
Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Production I.G,1,True,False,True,False,True,True,False,False,False,False,Questionable
TV,Manga,13,21-30,R - 17+ (violence & profanity),Madhouse,2,False,False,True,True,True,True,False,True,False,False,Really good
OVA,Unknown,2,31-59,None,J.C.Staff,0,True,False,False,False,False,True,False,False,True,False,Bad
OVA,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,True,False,False,False,False,Really good
Movie,Light novel,1,60+,PG-13 - Teens 13 or older,Production I.G,3,True,False,True,True,True,False,False,False,False,False,Really good
TV,Visual novel,24,21-30,PG-13 - Teens 13 or older,other,5,False,False,False,False,True,True,False,False,False,False,Really good
TV,Other,52,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,False,True,False,False,Questionable
TV,Manga,13,21-30,PG-13 - Teens 13 or older,Madhouse,1,True,False,True,False,True,False,True,False,False,False,OK
Movie,Original,1,60+,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,Bad
Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
Movie,Manga,1,60+,PG-13 - Teens 13 or older,Production I.G,2,False,True,True,False,False,False,False,False,False,False,Really good
Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
Special,Unknown,4,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,4-koma manga,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,True,False,False,False,OK
Movie,Unknown,1,31-59,PG-13 - Teens 13 or older,Toei Animation,1,False,True,True,False,True,False,True,False,False,False,Really good
ONA,Original,6,1-20,R+ - Mild Nudity,other,0,False,False,False,False,False,False,True,False,False,False,Bad
TV,Manga,90,21-30,G - All Ages,Toei Animation,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,Original,13,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,Unknown,13,1-20,PG-13 - Teens 13 or older,other,0,True,False,True,False,False,False,True,False,False,False,Bad
Special,Unknown,2,31-59,G - All Ages,Nippon Animation,1,False,False,True,True,True,False,False,False,True,False,Bad
TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,2,True,False,False,False,False,True,True,False,False,False,Really good
Special,4-koma manga,2,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,Questionable
Movie,Book,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
Movie,Other,1,21-30,G - All Ages,other,1,False,False,True,False,False,False,False,False,True,False,Bad
Movie,Manga,1,21-30,G - All Ages,Madhouse,1,True,False,True,False,False,False,True,False,False,False,Bad
Special,Original,23,1-20,PG - Children,other,2,False,False,False,False,False,True,True,False,False,False,Bad
ONA,4-koma manga,25,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,Really good
TV,Original,13,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,True,True,False,False,False,False,Really good
TV,Original,47,21-30,PG-13 - Teens 13 or older,Sunrise,5,False,False,False,False,False,True,True,True,False,False,Really good
Special,Unknown,1,60+,G - All Ages,other,1,False,False,True,False,True,False,True,False,False,False,Bad
OVA,Picture book,1,21-30,PG - Children,other,1,False,False,False,True,False,False,True,False,False,False,Bad
Movie,Manga,1,60+,PG-13 - Teens 13 or older,Production I.G,3,False,True,True,False,False,False,True,False,False,False,Really good
Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
Music,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,False,False,True,False,OK
TV,Original,52,21-30,PG - Children,other,3,True,False,True,False,False,True,False,False,False,False,OK
Movie,Unknown,1,21-30,PG - Children,other,1,False,False,True,True,False,True,False,False,False,False,Questionable
TV,Unknown,26,1-20,PG-13 - Teens 13 or older,other,3,True,False,True,True,False,True,True,False,False,False,Questionable
TV,Manga,51,21-30,G - All Ages,other,1,False,False,True,False,True,True,False,False,False,False,OK
OVA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,True,True,False,False,False,False,Questionable
TV,Visual novel,12,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,True,True,False,False,True,False,OK
Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Toei Animation,1,False,True,True,False,False,False,True,False,False,False,Questionable
Music,Music,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Bad
OVA,Manga,4,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,True,True,False,False,False,False,OK
Special,Manga,1,21-30,PG-13 - Teens 13 or older,Production I.G,2,False,True,True,False,False,False,True,False,False,False,Really good
OVA,Light novel,3,21-30,R - 17+ (violence & profanity),other,1,False,False,True,False,False,True,False,False,False,False,OK
Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
Movie,Unknown,1,60+,None,other,0,False,False,True,False,False,True,False,False,False,False,Bad
TV,Manga,12,21-30,R+ - Mild Nudity,other,2,True,False,True,False,False,False,True,True,False,False,OK
TV,Manga,47,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,False,False,False,True,False,OK
Special,Unknown,1,21-30,PG-13 - Teens 13 or older,Production I.G,1,True,False,True,False,True,True,False,False,True,False,Questionable
Movie,Original,1,60+,PG-13 - Teens 13 or older,Madhouse,0,False,False,False,False,True,False,True,False,False,False,Really good
TV,Unknown,52,21-30,G - All Ages,other,3,False,True,False,False,False,False,False,False,False,False,Bad
ONA,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
Movie,Manga,1,60+,PG - Children,Madhouse,4,True,False,True,False,True,True,True,False,False,False,Really good
Movie,Unknown,1,21-30,R - 17+ (violence & profanity),other,0,False,False,False,False,True,False,False,True,False,False,Bad
TV,Unknown,11,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,Bad
Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
Movie,Picture book,1,1-20,G - All Ages,other,0,False,False,True,True,False,True,False,False,False,False,Questionable
Movie,Other,1,21-30,G - All Ages,other,2,False,False,False,False,False,False,True,True,True,False,Bad
TV,Manga,13,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
OVA,Novel,6,21-30,R - 17+ (violence & profanity),other,1,False,True,True,True,False,True,False,False,True,False,OK
TV,Manga,12,21-30,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,False,False,False,False,Really good
TV,Manga,42,21-30,PG - Children,Toei Animation,1,True,False,True,False,False,False,True,False,False,False,OK
OVA,Visual novel,2,31-59,PG-13 - Teens 13 or older,other,0,True,False,False,False,True,False,False,False,True,False,OK
ONA,Manga,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,True,False,False,False,False,Questionable
ONA,Light novel,1,less than a minute,PG - Children,other,2,False,False,False,False,False,True,False,False,False,False,Questionable
TV,Manga,26,1-20,PG-13 - Teens 13 or older,Production I.G,1,False,False,True,False,False,False,True,False,False,False,Really good
TV,Web manga,13,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
ONA,4-koma manga,74,1-20,PG-13 - Teens 13 or older,other,4,False,False,True,False,False,False,True,False,False,False,OK
TV,Novel,26,21-30,G - All Ages,other,2,False,False,False,True,True,False,False,False,True,False,Questionable
OVA,Unknown,3,21-30,R+ - Mild Nudity,other,1,False,False,True,False,False,False,True,False,False,False,Bad
OVA,Visual novel,3,21-30,PG-13 - Teens 13 or older,other,0,True,False,False,False,False,False,False,False,False,False,Questionable
TV,Original,13,21-30,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,True,True,False,False,False,Really good
Movie,Light novel,1,31-59,PG-13 - Teens 13 or older,J.C.Staff,3,False,False,True,True,False,True,True,False,False,False,OK
Special,Unknown,1,21-30,None,other,1,False,False,True,False,False,True,False,False,True,False,Bad
OVA,Manga,7,21-30,R+ - Mild Nudity,other,4,False,False,True,True,True,True,False,False,False,False,Really good
Movie,Unknown,1,60+,None,other,1,False,False,True,True,False,False,False,True,False,False,Bad
Special,Unknown,3,1-20,G - All Ages,Sunrise,1,False,False,True,False,False,True,False,True,False,False,OK
OVA,Original,1,31-59,R - 17+ (violence & profanity),Sunrise,1,False,False,False,False,True,True,False,True,False,False,Really good
TV,Unknown,13,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Bad
ONA,Manga,12,1-20,R+ - Mild Nudity,other,1,True,False,False,False,False,False,False,False,True,False,Questionable
TV,Book,3,1-20,G - All Ages,other,0,False,True,False,False,False,False,False,False,False,False,Bad
OVA,Unknown,4,21-30,PG-13 - Teens 13 or older,J.C.Staff,2,False,False,True,False,False,True,False,True,False,False,Questionable
Special,Unknown,1,60+,G - All Ages,other,2,False,False,True,True,False,False,False,False,False,False,Bad
Movie,Unknown,1,31-59,None,other,2,False,False,False,True,False,False,False,False,False,False,Bad
TV,Unknown,26,21-30,PG - Children,Toei Animation,0,False,False,True,False,False,True,True,False,False,False,Bad
TV,Manga,12,21-30,PG - Children,Madhouse,1,False,False,True,False,True,True,False,False,False,False,OK
OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,OK
Special,Novel,1,60+,PG - Children,other,0,False,True,True,False,False,False,False,False,False,False,Bad
TV,Manga,39,21-30,PG-13 - Teens 13 or older,other,0,False,True,True,False,False,False,False,False,False,False,Questionable
Special,Unknown,2,21-30,PG - Children,Toei Animation,1,False,False,True,False,True,False,False,False,True,False,Bad
ONA,Other,4,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
TV,Visual novel,24,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,True,True,False,False,False,False,Really good
Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
Music,Music,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Questionable
TV,Original,25,21-30,PG-13 - Teens 13 or older,Sunrise,2,False,False,True,True,True,True,False,True,False,False,OK
TV,Original,25,21-30,G - All Ages,Studio Pierrot,1,False,False,True,False,False,True,True,False,False,False,Questionable
TV,Unknown,26,21-30,PG - Children,other,0,False,False,False,False,False,False,False,False,True,False,Questionable
TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,True,True,False,False,False,Really good
OVA,Manga,1,60+,R+ - Mild Nudity,other,0,False,False,True,False,False,True,False,False,False,False,Bad
OVA,Original,2,31-59,PG-13 - Teens 13 or older,Production I.G,2,False,False,True,True,False,True,False,True,False,False,Really good
TV,Manga,94,21-30,PG-13 - Teens 13 or older,other,7,True,False,True,True,False,False,True,False,True,False,Really good
TV,Manga,26,21-30,PG-13 - Teens 13 or older,Studio Deen,1,False,False,True,True,False,True,True,False,True,False,OK
Movie,Original,1,31-59,PG-13 - Teens 13 or older,Sunrise,1,True,False,False,False,True,True,False,True,False,False,OK
TV,Manga,51,21-30,PG - Children,other,2,False,False,True,False,False,True,True,False,False,False,Really good
TV,Web manga,12,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Really good
OVA,Book,6,21-30,R - 17+ (violence & profanity),Sunrise,1,False,False,True,False,False,True,False,True,False,False,Questionable
OVA,Manga,1,31-59,R+ - Mild Nudity,TMS Entertainment,1,False,False,True,True,False,False,True,False,False,False,Questionable
TV,Manga,26,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Really good
Special,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
ONA,Unknown,3,1-20,PG-13 - Teens 13 or older,Production I.G,0,False,False,False,False,False,True,False,False,False,False,Questionable
TV,Original,39,21-30,PG-13 - Teens 13 or older,other,2,True,False,False,True,False,True,True,False,True,False,Really good
TV,Unknown,104,1-20,None,other,0,False,False,True,False,False,False,True,False,False,False,Bad
Movie,Unknown,1,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,True,True,True,False,False,Bad
TV,Manga,26,21-30,G - All Ages,other,1,True,False,True,False,True,False,True,False,False,False,Bad
TV,4-koma manga,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,True,False,False,False,Really good
Movie,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
OVA,Unknown,1,21-30,None,other,0,False,False,True,True,False,False,False,True,False,False,Bad
Special,Manga,3,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,False,False,False,False,OK
Special,Original,3,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,True,False,False,False,OK
TV,Original,39,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
TV,Original,26,21-30,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Questionable
Movie,Original,1,21-30,PG - Children,Toei Animation,2,False,False,True,True,True,True,True,False,False,False,Really good
TV,Original,13,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,True,False,True,False,False,False,False,Really good
TV,Original,12,21-30,R+ - Mild Nudity,other,1,True,False,True,False,False,True,True,False,False,False,Questionable
ONA,Unknown,8,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
TV,Unknown,26,21-30,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
Movie,Unknown,1,31-59,G - All Ages,other,1,False,False,False,True,False,False,True,False,False,False,Bad
OVA,Manga,7,31-59,PG-13 - Teens 13 or older,other,3,False,False,True,False,True,True,False,True,False,False,Really good
ONA,Unknown,6,1-20,G - All Ages,Toei Animation,2,False,False,False,True,True,True,False,False,False,False,Bad
Special,Light novel,1,21-30,R - 17+ (violence & profanity),other,2,False,False,True,True,False,True,False,False,False,False,Really good
Special,Novel,1,60+,G - All Ages,Toei Animation,1,False,False,False,True,True,False,False,False,True,False,Bad
OVA,Unknown,3,21-30,R+ - Mild Nudity,other,1,True,False,True,False,False,False,False,False,False,False,Bad
Special,Novel,2,21-30,R - 17+ (violence & profanity),other,2,False,False,False,True,True,True,False,False,False,False,Really good
OVA,Unknown,1,1-20,G - All Ages,other,1,False,False,True,False,False,True,False,False,False,False,Bad
Special,Original,1,1-20,G - All Ages,other,0,False,False,True,True,False,True,False,False,False,False,Questionable
TV,Other,52,21-30,G - All Ages,Studio Pierrot,1,False,False,True,True,False,True,True,True,False,False,Questionable
Special,Unknown,2,31-59,G - All Ages,other,1,False,False,False,True,False,False,True,False,False,False,Bad
TV,Unknown,52,21-30,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,False,False,False,Bad
OVA,Unknown,7,31-59,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,True,False,True,True,False,Questionable
OVA,Other,6,21-30,R+ - Mild Nudity,other,2,True,False,True,True,False,True,False,False,False,False,OK
Movie,Original,1,1-20,R+ - Mild Nudity,other,1,False,False,False,True,False,False,False,False,False,False,Bad
Special,Manga,1,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,Bad
ONA,Other,10,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
